Path	Lines	Status
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.ContactsCountryPhone	379	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitGrps.TestDedMisc	381	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteInbox.FiltersWorkflow	383	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDeductionCr11EeRuleChecked	397	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionModifyHistory	398	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitGrps.TestDdctnBnftsGrpsFunc	398	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.BenefitsTests.PtoPlans	400	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.DedDepIsCoveredCan	401	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalPersonalOther	401	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.EssentialFieldCheckValidation	402	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.AddressIsDifferent.NonGlobalEmp	407	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireUsDistCtrOtherRates	410	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SuspendAndResumeSuite.SusAndResPart3	412	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.MssOther	412	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SalaryPlanSuite.SalaryPlanningRateChange	413	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.CodeFiltersTest	414	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestWorkinAzResidentNj	419	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TerminationTests.FutureDatedDeductions	420	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ChngEeoInineEaAdminWf	427	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCountries.TestViewDetails	430	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.EssPrivateInfo	435	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestAlOnlyNonResWorkinTax	439	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.OtherPersonalInformation.TestEepEin	439	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestWorkinFlResidentAz	448	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.MssPrivateInfoVetArmedForces	454	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.EditJobNavigtionButtons	460	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CareerAndEducationTests.EducationTestEss	464	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CareerAndEducationTests.PrevEmpTestEss	467	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.CompetenciesPageFlagSetTo4	467	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestCtLoginSiteAdmin	467	Not Started
GlobalHr.SuiteGuiTests.SuiteSettings.CurrencyDbCheck	473	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ContactsImportIdSuite.ContactsImportIdGlobal	474	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.AddEditOnlyRequiredFieldSa	480	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.EeadminWorkflowHiddenFieldsSave	481	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobsOtherTab	484	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ContactsImportIdSuite.ContactsImportIdCan	489	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ContactsImportIdSuite.ContactsImportIdUs	492	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SuspendAndResumeSuite.SusAndResPart4	495	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestFlexCreditCashoutPayTxCatCr20	498	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.CanTests.RehireCanOntWorkBcDiffComp	498	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.EditJobFeature	500	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestWorkinInResidentLa	500	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.EeadminWorkflowSave	501	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.CanTests.CanadaNhValidationsQue	503	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.MssSaveAllFields	508	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.OtherPersonalInformation.EeadminWorkflowHiddenFieldsSave	516	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestPaAlleghenyNonResWorkinTaxOccWcOth	527	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.OtherPersonalInformation.EeadminIntlWorkflowSave	527	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SalaryPlanSuite.SalaryPlanningComboHrPerRate	529	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SkillsPageEditMode	533	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestPaOhNonResWorkinTaxOccWcOth	538	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestNjResWorkinTaxOccWcOth	550	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.AddDeductionCanOther	554	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDeductionCr17EeAndErRuleChecked	563	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDeductionCalcRule13	565	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteDeductionGoalUpdate.DeductionGoalUpdateFunc	566	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.RehireUsPayScales3	573	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.RehireUsPayScales4	579	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.RehireUsPayScales1	580	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.ContactsImportIdSuite.ContactsImportIdGlobal	580	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SetupInternationalCompany.TestSetupIntCompany	584	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SuspendAndResumeSuite.SusAndResPart2	588	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.ContactsImportIdSuite.ContactsImportIdUs	591	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SalariesandRatesTransitionsEditMode	598	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarnings.TestEditMainPage	607	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SecondaryJobWf	621	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SalaryPlanSuite.SalaryPlanningAdditionalTestComboHrPerRate	623	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsReHireMultiLoc	624	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalJobsMenusAndOther	633	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SecondaryJobAdd	635	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestWv	643	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireImputedIncomeDed	644	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.ReHireSalRvwDate1.ScenarioFour	645	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalNewHireConvertedRates	646	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestNyWestchesterYonker	649	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.AllocationsTests	653	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDedPlanCalRule30OpcWbenamt	667	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestWorkinOrResidentCa	675	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.UnregisteredPk.SalDiffSettingOn.NonPosManagement	691	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.RegisteredPk.SalDiffSettingOn.PosManagement	701	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestWorkinPaResidentNy	701	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.UnregisteredPk.SalDiffSettingOff.PosManagement	701	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.RegisteredPk.SalDiffSettingOff.NonPosManagement	704	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.UnregisteredPk.SalDiffSettingOn.PosManagement	705	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.UnregisteredPk.SalDiffSettingOff.NonPosManagement	706	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.RegisteredPk.SalDiffSettingOff.PosManagement	709	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireFlSameComp	737	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireAlOnlyNonResWorkinTaxSameComp	744	Not Started
GlobalHr.SuiteGuiTests.SuiteMssTests.TestTerminationIsAutoPaidFlag	766	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.ProvidersAdminVendorsPayees	770	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.RegisteredPk.SalDiffSettingOn.NonPosManagement	773	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SalaryPlanSuite.SalaryPlanningComboPercentHours	783	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.ReHireSalRvwDate1.ScenarioThree	793	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.ReHireSalRvwDate1.ScenarioFive	816	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ReviewsTest	840	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestWorkInCaResidentOr	842	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireWvResidentOccSameComp	875	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.DeductionGroupCaWf	883	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.AddDeductionCanAgeGradedWf	900	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDeductionCr10EeAndErRateChecked	934	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireKyOnlyResWorkinTax	958	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ChangeStatusStatusHistWf	975	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireWorkinAzResidentNjSameComp	1000	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehirePaOhNonResWorkinTaxOccWcOthSameComp	1006	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireNyWestchesterYonkerSameComp	1027	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestCr15cGtlBenAmtPeriodPayPct	1064	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.DedWizBackButton	1087	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireCaResidentOrWorkinTax	1103	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireWorkinInResidentLa	1104	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SetupMultipleIntCos	1111	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.NewHireUsPayScales2	1122	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SalariesandRatesTransitionsAddMode	1147	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SalaryReviewWizMss10	1177	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.TaxLevyFilingStatusKy	1191	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireUsReloadFrench	1200	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehirePaAllNonResWorkinTaxOccWcOth	1203	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.DeductionGrpChg	1249	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireUsReload	1260	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireOrResidentCaWorkinTax	1260	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireNyResidentPaWorkinTax	1284	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireNjResWorkinTaxOccWcOth	1410	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.AddDeductionCanDenWf	1412	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.EditAndResubmit	1625	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.AddEditEeMaxEmpNoMcan	1729	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobHistoryDeleteMss	1808	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SalariesEditPayScaleShiftGrid	1866	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SecondaryJobOtherRates	1961	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.Cr21DependentsPage	2390	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteTransferSave.TestRequiredFieldsSave02	2420	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteTransferSave.TestRequiredFieldsSave01	2422	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDedCr60UsaGarnishmentTxCatChildSuppWf	2534	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobHistoryAddMss	2566	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireEarnGrpDedGrpPto	4650	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteTransferSave.TestAllFieldsSave	5219	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestCr60GarnTaxCatGarnishUsa	5548	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteLaborUnions.TestPageLayout	98	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.MssPrivateInfoCan	258	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.MssPrivateInfo	265	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.EssAddress	314	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.EeadminCountriesFlag	324	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.BenefitsTests.PtoRequests	324	In Progress
GlobalHr.SuiteGuiTests.SuitePayrollTests.EarningsTab.EarningAdd	405	In Progress
GlobalHr.SuiteGuiTests.SuitePayrollTests.EarningsTab.TestDeleteEarning	558	In Progress
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.CompetenciesPage	585	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.UsRehireWorkinFlResidentAz	878	In Progress
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalCareerLic	918	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireUsReloadSpanish	1154	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.TerminationTests.MssTermination	1181	In Progress
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobHistory.JobHistoryDoesNotChange	12	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.Test03SalaryDiffAddPageEs	18	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.ModifyWorkLocation	18	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.Test04SalaryDiffAddPageFr	18	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.Test02SalaryDiffAddPageEn	18	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteMyTeam.Test02SecPosEs	24	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteMyTeam.Test03SecPosFr	24	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.ConnectAsp.CheckAspIsWorkingDoc	26	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobSummarySuite.LabelChangesThroughEeAdm	28	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobSummarySuite.LabelChangesThroughMss	28	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test04ShiftsGrpDisplay	28	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteMyTeam.Test01SecPosEn	30	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test02SecPosEs	34	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test04ShiftsGrpDisplay	34	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test03SecPosFr	35	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test01SecPosEn	36	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test01ShiftsGrpDisplay	37	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test02ShiftsGrpDisplay	38	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test01ShiftsGrpDisplay	40	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test02ShiftsGrpDisplay	47	On Hold
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteLargeListControl.TestLocalizedCodeEntryEnglish	48	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test08ShiftsGrpDisplay	48	On Hold
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteLargeListControl.TestLocalizedCodeEntryFrench	48	On Hold
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteLargeListControl.TestLocalizedCodeEntrySpanish	49	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.ConnectAsp.AddChangePayScales	52	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test08ShiftsGrpDisplay	54	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.MySelf.Test02LocalizedFr	58	On Hold
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteLargeListControl.TestPagingAndSelect	58	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.MySelf.Test03LocalizedEs	58	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.LeaveOfAbsenceReasons.ValidateSearch	60	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.MySelf.Test01ShowPosition	60	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestChangeSalaryFr	64	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.EmployeeAdmin.Test03LocalizedEs	65	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.EmployeeAdmin.Test02LocalizedFr	65	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.MyTeam.Test03LocalizedEs	65	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.MyTeam.Test02LocalizedFr	65	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestChangeSalaryEs	66	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.EmployeeAdmin.Test01ShowPosition	67	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PersonalSumnary.MyTeam.Test01ShowPosition	67	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test07ShiftsGrpDisplay	74	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test07OrglvlHidden	74	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeSalaryWzdWithNoChanges	76	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobSummarySuite.JobSummaryPositionMgmt	78	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test03ShiftsGrpDisplay	78	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test05ShiftsGrpDisplay	79	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test06ShiftsGrpDisplay	79	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeSalaryWzdWithPayScalesNoChanges	80	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobSummarySuite.PositionManagementTurnedOn	80	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test07ShiftsGrpDisplay	80	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test08OrglvlDisabled	82	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeReviewsWzdWithNoChanges	83	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestTableUpdatesCan	84	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.LeaveOfAbsenceReasons.EditLocalizedDescription	84	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeSalaryWzd	86	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test03ShiftsGrpDisplay	86	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test05ShiftsGrpDisplay	87	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test06ShiftsGrpDisplay	87	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePosition.TestChangePositionTableUpdatesCan	88	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionTerminationSuite.TerminatePositionManagementTest	90	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeSalaryWzdWithPayScales	92	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangeSalary.TestChangeSalaryPlanCan	92	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test09ShiftsGrpDisplay	95	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionTerminationSuite.TerminateCanadianPositionManagementTest	99	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test09ShiftsGrpDisplay	103	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuitePayScales.TestPayScalesDefaults	107	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test06OrglvlRequiredFields	109	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobHistory.JobHistory	109	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test15ValidatePayRatesSection	110	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeJobWzdWithNoChanges	114	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangeSalary.TestChangeSalaryPlan	118	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test11EffStartStopDateValidation	119	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test16ValidatePayrollSection	123	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeReviewsWzd	128	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobHistory.JobHistoryDetailSalaryFrom	129	On Hold
