Path	Lines	Status
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestNewHireAlternateEmail	107	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.EssContactsOther	108	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.CanGlobalCompNhWthDedNoOrigHireDate	108	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.NavBySearchChanges.EnglishTest	108	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteFilterCriteria.TestFindButtonEnabled	110	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuitePersonal.TestPageReset	110	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.RegisteredPk.GlobalMss.JobsTab	110	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.NavBySearchChanges.FrenchTest	110	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.NavBySearchChanges.SpanishTest	110	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsGroup.ValidateNew	110	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.RegisteredPk.GlobalEeadm.JobsTab	110	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.TestProductKeyUpdaterScript	111	Not Started
GlobalHr.SuiteGuiTests.SuiteMssTests.TestHcsoMyTeamHcsoDateNotRequired	112	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadaTransferTests.SuiteTransferSave.TestRequiredFieldsSave01	112	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.EthnicityCan	112	Not Started
GlobalHr.SuiteGuiTests.SuiteReports.CurrencyByCode	113	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteUserDefinedFields.TestViewDetails	113	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuitePersonal.TestPageNavigation	114	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteDatesPage.TestPageUiFr	115	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalEmployeeEditNameAddressTelephone	115	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteDatesPage.TestPageUiEs	115	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.RegisteredPk.SalDiffBusRule	116	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SuiteScenarioTests.SalaryGrade.TestUsa	117	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.CanGlobalCompNhWthDedAndOrigHireDate	117	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteEmpNoTimeclock.TestEmpnoMethods	118	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.UnregisteredPk.GlobalMss.BenefitsTab	119	Not Started
GlobalHr.SuiteGuiTests.SuiteSettings.CompensationManagement.GuiChecksFr	120	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.RehireGlobalEmpWithWf	120	Not Started
GlobalHr.SuiteGuiTests.SuiteSettings.CompensationManagement.GuiChecksEs	120	Not Started
GlobalHr.SuiteGuiTests.SuiteSettings.CompensationManagement.GuiChecks	121	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.MyTeamPayHistoryUsaSuppressDed	121	Not Started
GlobalHr.SuiteGuiTests.SuiteMssTests.TestHcsoMyTeamHcsoEndDate	122	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteJobsPage.TestCodeFilteringRolesBased	123	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.UnregisteredPk.GlobalEeadm.BenefitsTab	124	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireHomePhoneIsPrivate	124	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SuitePositionManagement.SuiteChangeOrganization.TestProject	125	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.RegisteredPk.GlobalMss.BenefitsTab	125	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.TestCompmPk.UnregisteredPk.SalDiffBusRule	125	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.SalaryDiffSetting	128	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SuiteScenarioTests.SalaryGrade.TestGlobal	128	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteMyEmployees.TestSiteAdminPaging	128	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalNewHireFrench	129	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCountries.PrefLangEs	130	Not Started
GlobalHr.SuiteGuiTests.SuiteSettings.CompensationManagement.FeatureActivationTogglingChecks	130	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.MyselfEssPayHistoryUsaSuppressDed	131	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.DeleteJob	132	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuitePersonal.TestPersonalGui	132	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SalariesFieldCheckEdit	133	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitGrps.TestDedWaitPer	133	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobsPieceRateEdit	133	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalAddressCountryChange	135	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.EeAdminPayHistoryUsaSuppressDed	135	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.ResidentialStateField	136	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.ReHireSalRvwDate1.ScenarioSix	136	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.Test11LocTransfer	136	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitPlans.Test01FieldsDisplayHidden	137	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SuiteScenarioTests.SalaryGrade.TestCanada	137	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestCr32OpcNoContactErrDependAge	139	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.NhGlobalEmpWithWf	141	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalNewHireEnglish	141	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalGrades.TestSalGradesFuncPage	142	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteSystemSettings.TestPayDocuments	144	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteJobsPage.TestCodeFilteringCompanyBased	144	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyTeamCompensationPageValues	144	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.CodeFilterJobChangeSuite.CoTransfer	148	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireOrgLevelSummaryView.NewHireOrgLevelSummaryView01	148	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.DeleteContactWithBenDed	149	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyEmployeesJobsCompensationPageValues	150	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.EssViewableFlags	151	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.MultWorkCompPgLoadAdd	151	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteMyEmployees.FiltersWorkflow	152	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteVariablePay.TestVariablePayCompMastFlag	152	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsCodes.TestEditUsaEarningsHcso	153	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.I9DocumentApicklist	153	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.EssCountriesFlag	154	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteLaborUnions.TestRequiredFieldsAndUniqueCode	154	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsCodes.TestEditEarningDedOffSet	154	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireOrgLevelSummaryView.NewHireOrgLevelSummaryView02	154	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.AwardsAndRecognition.AwardPageFunc	154	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireOrgLevelSummaryView.NewHireOrgLevelSummaryView04	155	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.ReHireSalRvwDate1.ScenarioTwo	156	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireOrgLevelSummaryView.NewHireOrgLevelSummaryView05	157	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.ResidentialStateField	158	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsCodes.TestEditCanEarnHcso	159	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteTerminationReasons.EditTermRsn	159	Not Started
GlobalHr.SuiteGuiTests.SuiteMssTests.TestHcsoMyTeamHcsoCheckBoxAndDateFields	159	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.Test06SalaryDiffEditFunctions	159	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalNewHireSpanish	160	Not Started
GlobalHr.SuiteGuiTests.SuiteMssTests.TestHcsoMyTeamCanadaAndUsaUser	162	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.NotesFieldForDeductions	162	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireOrgLevelSummaryView.NewHireOrgLevelSummaryView03	163	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.EssSumPropDate	165	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TerminationTests.TerminationCobraEvent	167	Not Started
GlobalHr.SuiteGuiTests.SuiteEeadmTests.TestRestoredCaspPages	168	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.DeductionHistoryAccess	168	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.NewYorkNewHireReportView	169	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.ResidentialStateField	172	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.LicAndCertPgLoadAdd	172	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.EligibilityDateTests	173	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.MainFieldCheckEdit	174	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.ReHireSalRvwDate2	174	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.JobDetailsFieldCheckAdd	175	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.JobDetailsFieldCheckAddFlagsSetToY	175	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionSave	176	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteGlobalFieldSizing.TestGlobalFieldAlphaChars	176	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyTeamCompensationPageEnglish	176	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.RehireCheckMessagesStartPage	176	Not Started
GlobalHr.SuiteGuiTests.SuitePayrollTests.EarningsTab.ChangeEarningGroupWf	177	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.TransferUsEmpWithWf	180	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.JobDetailsFieldCheckAddFlagsSetToN	181	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarnings.TestAddDuplicateEarnCodeOnFutureEffDate	181	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.EducPgLoadAdd	181	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyTeamCompensationPageSpanish	182	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.TransferCanEmpWithWf	183	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyTeamCompensationPageFrench	183	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteGlobalFieldSizing.TestGlobalFieldSpecialChars	185	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.JobDetailsFieldsCheckEditFlagSetToY	185	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobHistoryDetailSalaryFrom	188	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.JobDetailsFieldsCheckEditFlagSetToN	190	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.ReHireSalRvwDate1.ScenarioEight	190	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.NewBusinessRulePkAndFlagCheck	192	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.RehireNoDupWorkLoc	192	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.WorkersCompUsWf	192	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.TestFutureDateSalChg	192	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyEmployeesJobsCompensationPageEnglish	192	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsCodes.TestAddUsaEarnHcsoNo	193	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.ContactsImportIdSuite.ContactsImportIdCan	195	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsCodes.TestAddEarningDedOffset	195	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsCodes.TestAddUsaEarningsHcso	196	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyEmployeesJobsCompensationPageFrench	198	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyEmployeesJobsCompensationPageSpanish	198	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarningsCodes.TestAddCanEarningsHcso	198	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeJobTermReasons	199	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TerminationTests.TerminationCaWf	202	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveNewJobUsaSalSalGradeN	202	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestCr32cOpsDepAgeGrade	203	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.MssContact	204	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobAllocationsEdit	204	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitGrps.TestDdctnBnftsGrpsEdit	205	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveNewJobCanSalSalGradeN	209	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteUserDefinedFields.TestEditSave	213	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveNewJobGlobalHouPayScaleY	215	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuitInternationalCompany.TestCanadaProductKey	215	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionDeleteFromSummary	215	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestCr31GtlBenAmtAnnual	219	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteGlobalFieldSizing.TestGlobalFieldNumChars	220	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarnings.TestEarningsAdd	220	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveNewJobUsaSalSalGradeY	222	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TerminationTests.TerminationJanTest	222	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveNewJobCanHouPayScaleY	223	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarnings.TestEarningsEditDetailsPage	224	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.NhUsEmpWithWf	224	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.CodeFilterJobChangeSuite.ReHire	228	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.StateProvince	233	Not Started
GlobalHr.SuiteGuiTests.SuitePayrollTests.EarningsTab.EarningAddWf	234	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.VariablePayTabEssView	238	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ChgNationalIdSsn	238	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalMssAddChangePhone	239	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveFromPage2	239	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SecondaryJobsPieceRates	243	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.RehireCanEmpWithWf	243	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.CodeFiltersJobHistoryPage	248	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.EssPrivateInfoCan	249	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.EditJobCodeValidationCan	250	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.EditValidationCan	250	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.RegisteredPk.GlobalMss.PersonalTab	251	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.MainFieldCheckAdd	253	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestOrgLvl	253	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SuiteSalaryGradeInfo.TestNewHire	254	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalEditEmployeeConvertedCurrencies	254	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.CodeFiltersCanUsa	255	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveFromPage3	255	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.CodeFilterJobChangeSuite.NewHire	256	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.VariablePayEeadmSaveWithWorkflow	256	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.VariablePayMssSaveWithWorkflow	256	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.DoctorTests	259	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestCr30AddWeekPayPctArreals	261	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.NhCanEmpWithWf	262	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireWalkthrough	264	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.MssViewableFlags	264	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteMisc.SecuredUrl	265	Not Started
GlobalHr.SuiteGuiTests.SuiteSettings.CountriesDbCheck	266	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.PrivateInfoUsEmpWithWf	268	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestEmpAdminCompensationPage	272	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.RegisteredPk.GlobalEeadm.PersonalTab	272	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.EeadminViewableFlags	274	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SalaryReviewWizOtherRates	274	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SalariesAndRatesEdits	274	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveFromPage4	275	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.UnregisteredPk.GlobalMss.PersonalTab	278	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.TestGloblProductKey.UnregisteredPk.GlobalEeadm.PersonalTab	278	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.HourSalFieldTestPosMgt	282	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SalariesFieldCheckAdd	283	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionDetailGrid	285	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveFromPageWc	288	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.RehireUsEmpWithWf	290	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.MainFieldEdits	294	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyTeamJobCompensationPage	296	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.NewHireNextReviewDatesDefault	297	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveFromPage5	299	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.AddDeductionSysAdminCanDed	301	Not Started
GlobalHr.SuiteGuiTests.SuiteOtherTests.UsaSuppressSsn	304	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteUserDefinedFields.HiddenUdFields	304	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.AddValidationsCan	306	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OrganizationContractDates	307	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.AddEeAutoIncrementEmpNo	311	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.AddressIsDifferent.GlobalEmp	312	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OtherCompanyInformation.MssCountriesFlag	313	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveNewJobCanSalSalGradeY	315	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.SalaryHourlyHireSourceFields	316	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.PrivateInfoCanEmpWithWf	317	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.TestMaritalStatusChange	322	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteFilterCriteria.TestFilterWithSpecialChars	324	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveFromPage6	324	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.Test05SalaryDiffAddFunctions	324	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionAddHistory	326	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDeductionCr16NothingChecked	327	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.ReHireCheckEmpNo	328	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PayTab.WageAttachmentPayees	329	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadianEmploymentEquityAct.PrefLangFrWithWf	332	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.BenefitsTests.PtoRequestsWorkFlow	333	Not Started
GlobalHr.SuiteGuiTests.SuiteGlobalTests.SuiteCurrencyConversion.TestMyTeamCompensationPage	336	Not Started
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteSystemSettings.TestPtoBenefitPlans	336	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftsPage	338	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.OrganizationTerm	340	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestCr32StdAllowMultiNo	340	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteTerminationReasons.AddTermRsn	344	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.MssContactCan	349	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteDeductionGoalUpdate.DeductionGoalUpdateGui	352	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CareerAndEducationTests.TestTestEss	353	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.DeductionsTab.SuiteCalcRules.TestDeductionCr14EeRateChecked	354	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.SalRvwDateBasicAndSteps	355	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SaveFromPage7	357	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionAddPage	360	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.CareerAndEducationTests.LicAndCertTestEss	361	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.EssContactCountyField	363	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionDeleteHistory	370	Not Started
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.SkillsPageAddMode	372	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.SalRvwDateIncrementAndRevert	373	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ContactsCountryPhone	375	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestFl	377	Not Started
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.ChgNationalIdSin	379	Not Started
